"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 28 14:21:00 GMT 2021","Wed Jul 28 14:21:04 GMT 2021","4304","chromium","tests/github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"failed","Wed Jul 28 14:21:04 GMT 2021","Wed Jul 28 14:21:08 GMT 2021","3216","chromium","tests/github-search.test.ts","GitHub - Search Result","","","should verify ""We couldn’t find any repositories"" message, after entering invalid keyword",""
